央视频道,#genre#
CCTV-7,http://113.83.248.110:4200/rtp/239.77.0.138:5146$1920x1080
CCTV-7,http://113.83.248.110:4200/rtp/239.77.0.36:5146$720x576
CCTV-7,http://113.66.41.152:10000/rtp/239.77.0.36:5146$720x576
CCTV-8,http://113.83.248.110:4200/rtp/239.77.0.172:5146$1920x1080
CCTV-8,http://113.83.248.110:4200/rtp/239.77.0.37:5146$720x576
CCTV-8,http://113.66.41.152:10000/rtp/239.77.0.37:5146$720x576
CCTV-9,http://113.83.248.110:4200/rtp/239.77.1.160:5146$1920x1080
CCTV-9,http://113.83.248.110:4200/rtp/239.77.0.135:5146$1920x1080
CCTV-9,http://nas.hssvm.com:8888/udp/225.1.1.119:5002$1920x1080
CCTV-9,http://113.83.248.110:4200/rtp/239.77.0.38:5146$720x576
CCTV-10,http://113.66.41.152:10000/rtp/239.77.1.169:5146$1920x1080
CCTV-10,http://113.83.248.110:4200/rtp/239.77.1.113:5146$1920x1080
CCTV-10,http://113.83.248.110:4200/rtp/239.77.0.134:5146$1920x1080
CCTV-10,http://113.83.248.110:4200/rtp/239.77.0.39:5146$720x576
CCTV-11,http://113.83.248.110:4200/rtp/239.77.1.238:5146$1920x1080
CCTV-11,http://113.83.248.110:4200/rtp/239.77.1.42:5146$720x576
CCTV-11,http://113.83.248.110:4200/rtp/239.77.0.40:5146$720x576
CCTV-11,http://113.66.41.152:10000/rtp/239.77.0.40:5146$720x576
CCTV-11,http://113.87.227.200:5000/rtp/239.77.1.42:5146$720x576
CCTV-11,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8$426x240
CCTV-12,http://113.83.248.110:4200/rtp/239.77.1.109:5146$1920x1080
CCTV-12,http://113.83.248.110:4200/rtp/239.77.0.136:5146$1920x1080
CCTV-12,http://113.83.248.110:4200/rtp/239.77.1.10:5146$1920x1080
CCTV-12,http://113.83.248.110:4200/rtp/239.77.0.41:5146$720x576
CCTV-12,http://113.66.41.152:10000/rtp/239.77.0.41:5146$720x576
CCTV-13,http://113.83.248.110:4200/rtp/239.77.0.188:5146$1920x1080
CCTV-13,http://113.87.227.200:5000/rtp/239.253.43.196:5146$1920x1080
CCTV-13,http://113.83.248.110:4200/rtp/239.77.0.42:5146$720x576
CCTV-13,http://113.87.227.200:5000/rtp/239.77.0.42:5146$720x576
CCTV-13,http://113.66.41.152:10000/rtp/239.77.0.42:5146$720x576
CCTV-13,http://stream.smntv.cn/smtv1/playlist.m3u8$320x240
CCTV-14,http://113.83.248.110:4200/rtp/239.77.1.161:5146$1920x1080
CCTV-14,http://113.83.248.110:4200/rtp/239.77.0.133:5146$1920x1080
CCTV-14,http://113.83.248.110:4200/rtp/239.77.0.43:5146$720x576
CCTV-14,http://113.66.41.152:10000/rtp/239.77.0.43:5146$720x576
CCTV-14,http://113.94.58.61:10010/rtp/239.77.0.43:5146$720x576
CCTV-15,http://113.83.248.110:4200/rtp/239.77.1.239:5146$1920x1080
CCTV-15,http://113.83.248.110:4200/rtp/239.77.0.44:5146$720x576
CCTV-15,http://113.66.41.152:10000/rtp/239.77.0.44:5146$720x576
CCTV-16,http://113.83.248.110:4200/rtp/239.77.1.98:5146$3840x2160
CCTV-16,http://113.83.248.110:4200/rtp/239.77.0.165:5146$1920x1080
CCTV-16,http://113.83.248.110:4200/rtp/239.77.1.76:5146$1920x1080
CCTV-16,http://113.66.41.152:10000/rtp/239.77.0.165:5146$1920x1080
CCTV-16,http://114.243.99.53:4000/rtp/239.3.1.184:8001$1920x1080
CCTV-17,http://113.83.248.110:4200/rtp/239.77.0.198:5146$1920x1080
CCTV-17,http://113.83.248.110:4200/rtp/239.77.0.115:5146$720x576

卫视频道,#genre#
广东卫视,http://113.83.248.110:4200/rtp/239.77.1.19:5146$1920x1080
广东卫视,http://218.15.214.115:10000/udp/239.77.0.84:5146$1920x1080
广东卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024060903.m3u8$1920x1080
广东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265034/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265034&livemode=1&stbId=3$1920x1080
广东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000014176/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3$1920x1080
广东卫视,http://metatvpro.xyz:25461/W1045/4329/417$1280x720
广东卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024060902.m3u8$1280x720
广东卫视,http://113.87.227.200:5000/rtp/239.77.0.2:5146$720x576
广东卫视,http://113.83.248.110:4200/rtp/239.77.0.2:5146$720x576
浙江卫视,http://113.83.248.110:4200/rtp/239.77.0.125:5146$1920x1080
浙江卫视,http://113.87.227.200:5000/rtp/239.77.1.150:5146$1920x1080
浙江卫视,http://113.83.248.110:4200/rtp/239.77.1.33:5146$1920x1080
浙江卫视,http://113.83.248.110:4200/rtp/239.77.0.89:5146$1920x1080
浙江卫视,http://113.87.227.200:5000/rtp/239.77.1.33:5146$1920x1080
浙江卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054703.m3u8$1920x1080
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$1920x1080
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000007275/1.m3u8?channel-id=bestzb&Contentid=5000000004000007275&livemode=1&stbId=3$1920x1080
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265031/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=3$1920x1080
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000014260/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3$1920x1080
浙江卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054702.m3u8$1280x720
浙江卫视,http://metatvpro.xyz:25461/W1045/4329/412$1280x720
湖南卫视,http://113.83.248.110:4200/rtp/239.77.0.127:5146$1920x1080
湖南卫视,http://113.83.248.110:4200/rtp/239.77.0.88:5146$1920x1080
湖南卫视,http://113.83.248.110:4200/rtp/239.77.1.5:5146$1920x1080
湖南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054803.m3u8$1920x1080
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265024/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265024&livemode=1&stbId=3$1920x1080
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006692/1.m3u8?channel-id=bestzb&Contentid=5000000004000006692&livemode=1&stbId=3$1920x1080
湖南卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054802.m3u8$1280x720
北京卫视,http://113.83.248.110:4200/rtp/239.77.1.4:5146$1920x1080
北京卫视,http://113.83.248.110:4200/rtp/239.77.1.151:5146$1920x1080
北京卫视,http://113.83.248.110:4200/rtp/239.77.0.91:5146$1920x1080
北京卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024052703.m3u8$1920x1080
北京卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024052703.m3u8$1920x1080
北京卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265027/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3$1920x1080
北京卫视,http://metatvpro.xyz:25461/W1045/4329/410$1280x720
湖北卫视,http://113.83.248.110:4200/rtp/239.77.0.128:5146$1920x1080
湖北卫视,http://113.83.248.110:4200/rtp/239.77.1.93:5146$1920x1080
湖北卫视,http://113.87.227.200:5000/rtp/239.77.1.174:5146$1920x1080
湖北卫视,http://113.83.248.110:4200/rtp/239.77.0.95:5146$1920x1080
湖北卫视,http://metatvpro.xyz:25461/W1045/4329/415$1920x1080
湖北卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171203.m3u8$1920x1080
湖北卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265023/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265023&livemode=1&stbId=3$1920x1080
湖北卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000024621/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024621&livemode=1&stbId=3$1920x1080
湖北卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171202.m3u8$1280x720
安徽卫视,http://113.83.248.110:4200/rtp/239.77.1.92:5146$1920x1080
安徽卫视,http://113.83.248.110:4200/rtp/239.77.0.183:5146$1920x1080
安徽卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171403.m3u8$1920x1080
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265025/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3$1920x1080
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000030159/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3$1920x1080
安徽卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171402.m3u8$1280x720

东方卫视,http://113.83.248.110:4200/rtp/239.77.1.218:5146$1920x1080
东方卫视,http://113.83.248.110:4200/rtp/239.77.0.98:5146$1920x1080
东方卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024054503.m3u8$1920x1080
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000014098/1.m3u8?channel-id=bestzb&Contentid=5000000004000014098&livemode=1&stbId=3$1920x1080
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265018/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265018&livemode=1&stbId=3$1920x1080
东方卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024054502.m3u8$1280x720
东南卫视,http://113.83.248.110:4200/rtp/239.77.1.104:5146$1920x1080
东南卫视,http://113.87.227.200:5000/rtp/239.77.0.146:5146$1920x1080
东南卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061503.m3u8$1920x1080
东南卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265033/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265033&livemode=1&stbId=3$1920x1080
东南卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3$1920x1080
东南卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061502.m3u8$1280x720
江苏卫视,http://183.31.11.72:8000/rtp/239.77.1.149:5146$1920x1080
江苏卫视,http://113.83.248.110:4200/rtp/239.77.0.90:5146$1920x1080
江苏卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171103.m3u8$1920x1080
江苏卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265030/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265030&livemode=1&stbId=3$1920x1080
江苏卫视,http://metatvpro.xyz:25461/W1045/4329/413$1280x720
江苏卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171102.m3u8$1280x720
山东卫视,http://113.83.248.110:4200/rtp/239.77.1.142:5146$1920x1080
山东卫视,http://113.83.248.110:4200/rtp/239.77.0.94:5146$1920x1080
山东卫视,http://113.87.227.200:5000/rtp/239.77.0.94:5146$1920x1080
山东卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024171603.m3u8$1920x1080
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265019/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=3$1920x1080
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000016568/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016568&livemode=1&stbId=3$1920x1080
山东卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024171602.m3u8$1280x720
深圳卫视,http://113.83.248.110:4200/rtp/239.77.0.92:5146$1920x1080
深圳卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024061303.m3u8$1920x1080
深圳卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3$1920x1080
深圳卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024061302.m3u8$1280x720
三沙卫视,http://113.83.248.110:4200/rtp/239.253.43.113:5146$1920x1080
三沙卫视,http://113.87.227.200:5000/rtp/239.253.43.113:5146$1920x1080
三沙卫视,http://113.83.248.110:4200/rtp/239.77.1.117:5146$720x576
三沙卫视,http://113.87.227.200:5000/rtp/239.77.1.117:5146$720x576
三沙卫视,http://22725y284r.yicp.fun:9902/tsfile/live/1031_1.m3u8$720x576
天津卫视,http://113.66.41.152:10000/rtp/239.77.1.182:5146$1920x1080
天津卫视,http://113.87.227.200:5000/rtp/239.77.0.97:5146$1920x1080
天津卫视,http://106.63.21.209/bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2019927003.m3u8$1920x1080
天津卫视,http://183.61.247.138/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003.m3u8$1920x1080
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265026/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=3$1920x1080
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/5000000004000006827/1.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=3$1920x1080

港·澳·台,#genre#
翡翠台,http://113.83.152.56:8182/bynumber/1$1920x1080
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$1920x1080
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct$1920x1080
翡翠台,http://metatvpro.xyz:25461/W1045/4329/12205$1920x1080

凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192$1920x1080
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD$1280x720
凤凰中文,http://metatvpro.xyz:25461/W1045/4329/61$1280x720
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd$1280x720
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$1280x720
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$1280x720
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd$1280x720
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn$1920x1080
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$1280x720
凤凰香港,http://metatvpro.xyz:25461/W1045/4329/12212$854x480
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$1920x1080
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$1920x1080
TVBS新闻,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8$640x360
TVBS欢乐,http://4gtv.mumi.rip:9877/184/4gtv-4gtv068/index.m3u8$854x480
